"client_id";"contact_date";"contact_outcome"
43476;2009-07-31;success
43476;2009-10-13;success
43477;2009-08-16;success
43477;2009-09-12;success
43477;2009-09-19;failure
43477;2009-10-01;other
43477;2009-10-14;failure
43478;2009-09-06;other
43478;2009-10-16;success
43480;2009-10-08;other
43480;2009-10-16;success
43481;2009-01-11;other
43481;2009-02-01;success
43481;2009-04-02;failure
43483;2009-03-22;other
43483;2009-05-10;failure
43483;2009-06-01;success
43483;2009-06-08;success
43485;2009-07-11;other
43485;2009-08-12;other
43486;2009-08-17;success
43486;2009-10-04;success
43486;2009-10-19;failure
43487;2009-03-06;success
43487;2009-03-30;failure
43488;2009-10-16;success
43489;2009-10-12;other
43489;2009-10-16;other
43492;2009-07-29;success
43492;2009-09-13;success
43492;2009-10-16;other
43495;2009-10-16;failure
43497;2009-02-23;other
43497;2009-04-20;failure
43498;2009-01-19;other
43498;2009-02-27;failure
43498;2009-03-17;success
43498;2009-04-03;other
43498;2009-04-07;success
43498;2009-04-14;other
43498;2009-04-17;success
43499;2009-08-17;failure
43499;2009-09-07;failure
43499;2009-09-18;failure
43499;2009-10-20;success
43501;2009-09-05;failure
43501;2009-09-13;failure
43501;2009-10-16;failure
43504;2009-10-19;success
43505;2009-08-06;failure
43505;2009-08-19;failure
43505;2009-10-21;success
43506;2009-04-09;other
43507;2009-07-31;success
43507;2009-08-08;other
43507;2009-08-12;other
43507;2009-10-09;failure
43507;2009-10-21;success
43508;2008-07-11;failure
43509;2009-09-14;failure
43509;2009-10-06;other
43509;2009-10-21;failure
43510;2009-09-30;success
43511;2009-04-04;failure
43511;2009-07-02;other
43512;2009-03-06;failure
43512;2009-03-07;other
43512;2009-03-14;success
43512;2009-03-26;failure
43512;2009-03-26;other
43512;2009-03-27;other
43512;2009-03-29;other
43512;2009-03-30;other
43512;2009-04-12;other
43512;2009-04-12;success
43512;2009-04-20;other
43512;2009-04-22;other
43512;2009-05-03;success
43512;2009-05-12;failure
43512;2009-05-22;success
43512;2009-05-25;failure
43512;2009-05-26;other
43514;2009-08-10;failure
43519;2009-10-21;success
43523;2009-08-14;failure
43524;2009-08-18;other
43525;2009-05-12;failure
43525;2009-06-22;success
43526;2009-08-12;other
43526;2009-10-21;success
43527;2009-07-31;failure
43527;2009-08-10;failure
43527;2009-10-07;failure
43527;2009-10-20;success
43531;2008-11-18;failure
43532;2009-08-18;success
43532;2009-10-13;success
43532;2009-10-23;success
43533;2009-08-14;failure
43533;2009-09-04;other
43533;2009-10-23;success
43534;2009-07-30;failure
43534;2009-08-25;success
43534;2009-09-06;failure
43534;2009-10-16;success
43534;2009-10-20;other
43535;2009-08-13;success
43535;2009-08-15;failure
43535;2009-09-11;failure
43535;2009-09-14;success
43535;2009-10-06;failure
43535;2009-10-11;failure
43535;2009-10-20;success
43535;2009-11-01;failure
43535;2009-11-02;failure
43535;2009-11-06;success
43535;2009-11-09;other
43536;2009-07-29;other
43536;2009-08-12;other
43536;2009-09-06;other
43536;2009-09-06;success
43536;2009-10-23;success
43537;2009-04-08;other
43537;2009-04-22;success
43539;2009-09-07;success
43539;2009-10-22;success
43542;2009-09-07;other
43542;2009-10-07;success
43542;2009-10-22;success
43543;2009-05-27;failure
43544;2009-08-07;success
43544;2009-08-21;other
43544;2009-08-27;other
43544;2009-10-16;other
43545;2009-08-31;other
43545;2009-09-01;failure
43545;2009-09-01;other
43545;2009-10-16;failure
43546;2009-08-10;success
43546;2009-08-28;success
43546;2009-08-28;success
43546;2009-09-26;success
43546;2009-10-27;failure
43548;2009-11-09;success
43548;2009-12-04;success
43549;2009-10-26;failure
43550;2009-09-10;success
43550;2009-10-06;success
43552;2009-03-06;failure
43552;2009-04-28;failure
43554;2008-10-18;other
43554;2008-11-21;failure
43555;2009-03-08;other
43555;2009-03-24;success
43555;2009-06-04;other
43556;2009-10-23;failure
43556;2009-10-27;failure
43557;2009-08-01;other
43557;2009-08-05;other
43557;2009-08-14;success
43557;2009-09-30;failure
43557;2009-10-04;failure
43557;2009-10-18;success
43557;2009-10-29;failure
43558;2009-01-30;other
43559;2009-10-28;failure
43560;2009-10-22;other
43561;2009-09-18;success
43561;2009-10-14;other
43561;2009-10-30;other
43562;2009-02-02;other
43564;2009-08-26;other
43564;2009-10-27;failure
43567;2009-04-13;other
43567;2009-04-13;other
43567;2009-05-14;failure
43567;2009-06-02;other
43568;2009-10-27;failure
43569;2009-10-20;success
43569;2009-12-23;other
43570;2009-10-28;success
43571;2009-07-31;failure
43571;2009-08-12;failure
43571;2009-08-27;failure
43571;2009-08-31;other
43571;2009-09-01;failure
43571;2009-10-11;failure
43571;2009-10-25;failure
43571;2009-10-29;success
43572;2009-10-28;success
43573;2009-10-28;success
43574;2009-08-03;failure
43574;2009-10-18;success
43574;2009-10-29;success
43580;2009-08-11;other
43580;2009-08-16;other
43580;2009-10-30;success
43581;2009-10-29;other
43583;2009-06-24;success
43583;2009-07-19;success
43583;2009-09-18;other
43584;2009-10-20;failure
43585;2009-08-05;success
43585;2009-10-13;failure
43587;2008-08-04;failure
43591;2009-02-27;other
43594;2009-03-27;success
43595;2009-09-03;other
43595;2009-10-22;success
43596;2009-07-30;other
43596;2009-08-07;other
43596;2009-08-19;other
43596;2009-08-29;failure
43596;2009-09-11;other
43596;2009-10-01;failure
43596;2009-10-16;success
43597;2009-10-27;success
43597;2009-10-30;success
43599;2009-07-29;success
43599;2009-07-30;failure
43599;2009-07-31;other
43599;2009-08-03;failure
43599;2009-08-14;other
43599;2009-08-16;success
43599;2009-09-09;success
43599;2009-09-27;success
43599;2009-10-08;success
43599;2009-10-15;failure
43599;2009-10-23;other
43600;2009-10-16;success
43603;2009-08-30;other
43603;2009-10-29;success
43606;2010-01-05;success
43606;2010-02-03;success
43607;2009-12-29;success
43607;2010-02-03;success
43608;2009-11-14;success
43608;2010-01-25;failure
43608;2010-02-04;success
43609;2009-12-09;failure
43609;2009-12-21;other
43609;2010-02-01;other
43609;2010-02-17;failure
43609;2010-03-04;failure
43610;2010-01-27;failure
43610;2010-01-29;success
43612;2009-11-03;success
43613;2009-08-28;failure
43613;2009-11-05;failure
43614;2009-11-16;other
43614;2009-11-23;failure
43614;2010-02-03;failure
43614;2010-02-05;success
43615;2009-12-07;other
43615;2010-02-01;success
43616;2009-11-03;success
43617;2009-08-31;success
43617;2009-09-28;failure
43617;2009-09-29;success
43617;2009-10-17;other
43617;2009-11-04;failure
43619;2010-01-08;failure
43619;2010-02-04;success
43620;2009-08-28;success
43620;2009-08-31;failure
43620;2009-09-06;failure
43620;2009-09-11;other
43620;2009-09-14;failure
43620;2009-09-14;failure
43620;2009-09-19;other
43620;2009-10-09;success
43620;2009-10-17;other
43620;2009-10-29;other
43620;2009-11-03;success
43621;2010-03-03;failure
43621;2010-03-03;other
43621;2010-03-12;success
43622;2009-12-19;failure
43622;2009-12-31;failure
43622;2010-01-02;success
43622;2010-01-03;success
43622;2010-01-14;success
43622;2010-01-15;other
43622;2010-02-11;failure
43622;2010-02-15;other
43624;2009-10-08;success
43626;2009-09-04;other
43627;2009-09-06;failure
43627;2009-10-08;failure
43627;2009-10-09;failure
43627;2009-10-22;success
43628;2010-03-15;success
43628;2010-04-29;success
43629;2009-06-28;success
43629;2009-07-06;failure
43629;2009-08-04;failure
43630;2009-11-15;other
43630;2009-11-25;other
43630;2009-11-28;failure
43630;2010-01-03;success
43630;2010-01-31;other
43630;2010-02-02;failure
43630;2010-02-04;success
43632;2009-12-19;success
43632;2010-01-26;failure
43633;2009-12-18;success
43633;2010-01-25;other
43633;2010-02-04;failure
43633;2010-02-05;failure
43634;2009-11-20;failure
43634;2010-01-28;success
43634;2010-01-31;success
43634;2010-02-05;other
43637;2009-12-06;success
43637;2010-01-05;failure
43637;2010-02-05;failure
43639;2009-07-20;other
43639;2009-09-07;failure
43640;2009-11-26;success
43640;2010-02-08;failure
43641;2010-01-05;other
43641;2010-01-20;failure
43641;2010-02-11;other
43641;2010-02-14;failure
43641;2010-03-12;success
43642;2009-12-01;success
43642;2009-12-11;failure
43642;2010-02-05;other
43643;2010-01-09;success
43643;2010-01-22;failure
43643;2010-02-08;success
43644;2009-11-14;success
43644;2009-11-22;other
43644;2010-02-08;failure
43645;2009-11-24;success
43645;2009-12-16;failure
43645;2010-01-08;failure
43645;2010-02-02;other
43645;2010-02-04;success
43646;2010-03-12;failure
43646;2010-03-14;success
43646;2010-03-15;success
43646;2010-03-15;failure
43646;2010-03-29;success
43646;2010-03-30;other
43646;2010-04-09;success
43646;2010-04-09;failure
43646;2010-04-25;other
43646;2010-04-26;failure
43647;2009-11-18;other
43647;2009-11-28;other
43647;2009-12-02;success
43647;2009-12-03;success
43647;2009-12-16;other
43647;2009-12-25;other
43647;2010-02-04;success
43647;2010-02-05;failure
43648;2009-11-22;other
43648;2009-12-09;failure
43648;2010-01-18;failure
43648;2010-01-23;failure
43648;2010-02-02;failure
43648;2010-02-05;success
43650;2010-01-17;failure
43650;2010-01-28;failure
43651;2009-07-10;other
43651;2009-07-16;other
43651;2009-08-10;other
43651;2009-10-08;success
43653;2010-02-09;other
43653;2010-03-02;success
43655;2009-05-22;other
43655;2009-08-12;failure
43656;2009-11-15;failure
43656;2009-12-10;failure
43656;2010-01-22;failure
43656;2010-02-08;success
43657;2009-10-19;failure
43659;2009-12-17;success
43659;2009-12-22;failure
43659;2010-01-13;failure
43659;2010-01-20;failure
43659;2010-01-23;success
43659;2010-02-06;failure
43659;2010-02-07;other
43659;2010-02-08;success
43662;2009-12-13;failure
43662;2010-01-01;failure
43662;2010-01-13;success
43662;2010-01-26;failure
43662;2010-01-27;failure
43662;2010-02-05;success
43664;2009-12-20;failure
43664;2010-01-14;other
43664;2010-02-20;other
43664;2010-02-25;success
43664;2010-03-13;failure
43664;2010-03-18;success
43666;2009-05-27;success
43666;2009-07-14;failure
43666;2009-08-10;failure
43666;2009-08-11;failure
43668;2009-02-07;failure
43668;2009-02-21;success
43668;2009-03-29;success
43668;2009-04-09;failure
43668;2009-05-05;failure
43669;2009-12-07;failure
43669;2010-01-11;success
43669;2010-01-12;other
43669;2010-01-20;other
43669;2010-02-24;failure
43670;2009-12-16;other
43670;2010-02-15;failure
43672;2009-11-12;success
43673;2009-11-26;other
43673;2009-12-07;success
43673;2010-01-13;other
43673;2010-01-15;success
43673;2010-02-12;success
43674;2009-08-14;other
43674;2009-08-27;failure
43674;2009-09-02;success
43674;2009-09-24;other
43674;2009-10-03;failure
43674;2009-11-11;success
43675;2009-10-18;other
43675;2009-11-09;success
43675;2009-11-12;success
43676;2009-03-27;success
43676;2009-04-15;success
43677;2010-01-18;success
43677;2010-01-19;success
43677;2010-03-15;failure
43678;2009-08-16;failure
43678;2009-08-25;failure
43678;2009-08-28;other
43678;2009-09-02;other
43678;2009-09-07;success
43678;2009-09-07;failure
43678;2009-09-18;failure
43678;2009-09-27;other
43678;2009-11-07;failure
43678;2009-11-11;success
43679;2009-08-18;failure
43680;2009-08-20;other
43680;2009-08-24;other
43680;2009-09-28;other
43680;2009-10-23;success
43680;2009-11-12;success
43681;2009-11-06;success
43681;2009-11-13;success
43682;2008-12-11;other
43682;2009-02-06;failure
43683;2009-09-30;failure
43683;2009-11-11;success
43685;2010-02-23;failure
43685;2010-03-20;success
43685;2010-03-23;success
43686;2009-09-06;failure
43686;2009-09-14;success
43686;2009-10-02;success
43686;2009-10-12;failure
43686;2009-11-12;success
43687;2009-11-18;failure
43687;2009-12-14;failure
43687;2009-12-21;success
43687;2009-12-28;other
43687;2009-12-29;success
43687;2010-01-02;success
43687;2010-01-08;success
43687;2010-01-12;success
43687;2010-01-31;success
43687;2010-02-11;success
43688;2009-01-27;failure
43688;2009-04-20;success
43689;2009-11-14;other
43689;2009-12-02;failure
43689;2009-12-21;failure
43689;2009-12-27;success
43689;2010-01-08;failure
43689;2010-01-18;other
43689;2010-02-12;success
43692;2009-09-17;failure
43692;2009-11-11;success
43693;2009-06-15;other
43693;2009-06-18;failure
43693;2009-06-28;failure
43693;2009-08-06;failure
43695;2010-01-03;success
43695;2010-01-07;success
43695;2010-01-27;success
43695;2010-02-11;success
43696;2009-10-16;success
43696;2009-11-12;success
43697;2009-11-30;other
43697;2009-12-02;failure
43697;2009-12-13;other
43697;2010-01-06;success
43697;2010-02-11;success
43698;2009-10-09;failure
43698;2009-10-11;success
43698;2009-10-31;other
43698;2009-11-01;success
43698;2009-11-13;success
43699;2009-10-15;success
43699;2009-11-13;success
43700;2009-12-01;success
43700;2009-12-12;failure
43700;2009-12-31;success
43700;2010-01-02;failure
43700;2010-01-12;failure
43700;2010-01-23;other
43700;2010-01-31;failure
43700;2010-02-06;failure
43700;2010-02-09;other
43700;2010-02-15;success
43701;2009-08-15;failure
43701;2009-09-21;other
43701;2009-11-12;success
43702;2010-01-12;success
43702;2010-02-06;success
43702;2010-02-15;success
43704;2009-11-27;failure
43704;2009-12-18;other
43704;2010-02-12;success
43706;2010-01-11;other
43706;2010-01-26;other
43706;2010-01-31;failure
43706;2010-02-28;other
43706;2010-03-03;success
43707;2010-02-18;other
43708;2009-12-26;failure
43708;2010-02-05;failure
43708;2010-02-15;success
43709;2009-11-16;success
43710;2009-08-26;success
43710;2009-09-07;success
43710;2009-11-16;failure
43711;2009-12-20;success
43711;2009-12-30;failure
43711;2010-01-04;other
43711;2010-01-11;other
43711;2010-02-15;success
43712;2009-05-23;failure
43712;2009-06-02;other
43712;2009-07-08;failure
43712;2009-08-12;failure
43713;2009-08-14;failure
43713;2009-11-12;other
43714;2009-05-15;success
43714;2009-06-12;other
43714;2009-07-02;other
43715;2009-09-20;success
43715;2009-10-14;other
43715;2009-11-16;success
43717;2009-09-07;other
43717;2009-09-21;other
43717;2009-10-28;other
43717;2009-11-13;success
43718;2009-08-29;success
43718;2009-11-10;failure
43719;2009-11-18;other
43719;2009-11-29;failure
43719;2010-02-11;failure
43720;2009-11-16;success
43721;2009-11-19;failure
43721;2009-12-18;other
43721;2009-12-25;success
43721;2010-01-20;failure
43721;2010-01-30;success
43721;2010-02-06;other
43721;2010-02-11;success
43722;2009-08-19;success
43722;2009-09-07;success
43722;2009-09-10;failure
43722;2009-10-09;failure
43722;2009-10-13;success
43722;2009-11-12;other
43722;2009-11-17;success
43723;2009-08-30;success
43723;2009-09-09;other
43723;2009-10-07;other
43723;2009-11-16;success
43727;2009-11-26;success
43727;2010-02-11;success
43727;2010-02-15;success
43728;2008-04-30;other
43728;2008-05-10;failure
43728;2008-05-13;other
43728;2008-06-10;other
43728;2008-07-14;other
43729;2009-09-16;failure
43730;2009-09-09;success
43730;2009-09-11;other
43730;2009-10-05;success
43730;2009-10-22;failure
43730;2009-10-24;success
43730;2009-10-29;failure
43730;2009-11-12;other
43731;2009-10-01;other
43731;2009-11-17;other
43732;2009-10-05;other
43732;2009-11-17;success
43734;2009-06-09;other
43734;2009-06-12;failure
43734;2009-06-12;success
43734;2009-06-13;other
43734;2009-06-29;other
43734;2009-07-04;failure
43734;2009-07-17;failure
43734;2009-07-25;success
43734;2009-08-11;failure
43734;2009-09-01;other
43735;2009-09-11;failure
43735;2009-11-11;failure
43735;2009-11-17;success
43736;2009-09-23;failure
43736;2009-12-09;other
43738;2009-08-21;success
43738;2009-10-20;other
43738;2009-11-16;success
43739;2010-01-23;success
43739;2010-03-04;failure
43739;2010-03-31;other
43739;2010-04-01;success
43739;2010-04-19;failure
43743;2009-12-13;other
43743;2009-12-31;other
43743;2010-01-02;failure
43743;2010-02-06;failure
43743;2010-02-18;failure
43744;2009-12-01;other
43744;2009-12-09;success
43744;2009-12-17;failure
43744;2010-01-20;success
43744;2010-02-10;failure
43744;2010-02-22;failure
43745;2009-12-01;other
43745;2009-12-22;failure
43745;2010-01-13;success
43745;2010-01-28;failure
43748;2009-11-13;success
43749;2009-03-04;other
43749;2009-04-29;success
43749;2009-05-22;failure
43750;2009-05-27;other
43751;2009-12-06;other
43751;2010-01-15;failure
43751;2010-01-25;other
43751;2010-01-25;success
43751;2010-02-14;success
43751;2010-02-18;success
43753;2010-02-22;failure
43754;2009-05-26;failure
43755;2010-01-05;failure
43755;2010-02-05;failure
43755;2010-03-25;failure
43757;2009-08-04;success
43757;2009-08-11;success
43757;2009-09-15;failure
43757;2009-09-18;success
43757;2009-10-30;other
43760;2009-11-25;failure
43760;2009-12-02;failure
43760;2009-12-05;other
43760;2009-12-16;other
43760;2009-12-29;success
43760;2009-12-29;failure
43760;2010-01-02;other
43760;2010-02-22;failure
43762;2009-12-04;other
43762;2009-12-08;failure
43762;2010-01-24;failure
43762;2010-01-27;success
43762;2010-01-27;failure
43762;2010-02-10;success
43762;2010-02-15;success
43762;2010-02-19;success
43764;2009-08-15;success
43764;2009-08-18;success
43764;2009-08-23;failure
43764;2009-10-02;success
43764;2009-10-17;failure
43764;2009-11-09;failure
43765;2009-12-04;failure
43765;2009-12-18;success
43765;2010-01-21;other
43765;2010-01-30;other
43765;2010-02-17;success
43765;2010-02-23;success
43766;2009-02-22;other
43766;2009-04-20;failure
43766;2009-04-30;failure
43767;2009-05-22;success
43767;2009-06-19;other
43767;2009-08-13;failure
43768;2010-01-21;failure
43768;2010-01-23;success
43768;2010-01-27;other
43768;2010-03-01;failure
43768;2010-03-08;failure
43769;2009-11-27;other
43769;2009-12-08;success
43769;2010-01-11;failure
43769;2010-01-15;failure
43769;2010-02-10;other
43769;2010-02-13;other
43769;2010-02-18;failure
43769;2010-02-24;other
43769;2010-02-25;failure
43770;2009-05-25;failure
43771;2009-10-02;other
43771;2009-11-17;other
43773;2009-11-29;other
43773;2009-12-01;other
43773;2009-12-07;other
43773;2009-12-16;success
43773;2009-12-22;success
43773;2010-01-16;failure
43773;2010-02-24;success
43774;2009-10-28;other
43774;2010-01-05;failure
43774;2010-01-11;failure
43775;2009-12-11;other
43775;2009-12-12;failure
43775;2010-01-09;failure
43775;2010-01-12;success
43775;2010-02-18;failure
43776;2009-12-08;success
43776;2009-12-08;success
43776;2009-12-22;success
43776;2010-01-06;success
43776;2010-01-31;success
43776;2010-02-17;success
43776;2010-02-18;other
43776;2010-02-22;success
43776;2010-02-24;failure
43777;2009-12-24;other
43777;2009-12-24;success
43777;2010-01-04;failure
43777;2010-01-16;success
43777;2010-01-25;other
43777;2010-01-28;other
43777;2010-01-29;failure
43777;2010-02-25;failure
43777;2010-03-08;failure
43778;2009-03-19;failure
43778;2009-03-24;success
43778;2009-03-31;other
43778;2009-04-18;other
43778;2009-04-20;other
43778;2009-04-27;other
43778;2009-05-01;success
43778;2009-05-06;failure
43778;2009-05-11;failure
43779;2009-04-30;failure
43780;2009-03-21;other
43780;2009-05-19;success
43780;2009-06-05;other
43781;2009-04-10;failure
43781;2009-05-25;success
43783;2009-11-21;other
43783;2010-02-03;other
43784;2010-01-05;other
43784;2010-01-10;failure
43784;2010-02-18;success
43784;2010-02-26;failure
43785;2009-11-01;failure
43785;2009-11-25;success
43789;2009-04-12;failure
43789;2009-06-01;failure
43791;2008-09-18;failure
43791;2008-10-02;other
43791;2008-10-16;failure
43791;2008-11-13;failure
43791;2008-11-21;other
43792;2009-07-02;success
43793;2009-11-01;success
43793;2009-11-02;failure
43794;2009-03-14;success
43794;2009-04-30;success
43795;2009-12-04;other
43795;2009-12-23;other
43795;2009-12-24;success
43795;2010-01-10;success
43795;2010-01-24;failure
43795;2010-02-14;success
43795;2010-02-26;other
43796;2009-08-19;other
43796;2009-10-07;success
43796;2009-11-02;failure
43798;2009-12-08;failure
43798;2009-12-12;failure
43798;2009-12-19;success
43798;2009-12-24;other
43798;2010-01-02;other
43798;2010-01-15;failure
43798;2010-02-03;failure
43798;2010-02-12;success
43798;2010-02-15;other
43798;2010-02-22;failure
43798;2010-02-25;success
43800;2009-10-30;success
43800;2009-11-14;success
43800;2009-11-25;success
43802;2009-10-19;other
43802;2009-11-06;success
43802;2009-12-05;failure
43802;2009-12-17;success
43802;2010-01-11;success
43803;2008-10-04;other
43803;2008-11-18;other
43804;2009-11-25;success
43805;2009-10-06;other
43805;2009-12-17;other
43808;2009-09-02;other
43808;2009-10-07;other
43808;2009-10-09;failure
43808;2009-11-02;other
43808;2009-11-07;other
43808;2009-11-30;success
43809;2009-02-02;failure
43812;2009-04-08;failure
43816;2009-09-06;other
43816;2009-10-20;other
43820;2009-06-28;failure
43820;2009-07-09;failure
43820;2009-08-18;success
43820;2009-08-21;success
43821;2010-04-21;success
43822;2009-03-07;success
43822;2009-03-25;success
43822;2009-04-10;other
43822;2009-04-20;failure
43822;2009-05-25;failure
43824;2009-12-28;success
43824;2010-01-18;other
43824;2010-01-19;failure
43824;2010-01-20;failure
43824;2010-01-30;success
43824;2010-03-26;failure
43825;2009-12-02;success
43825;2010-01-10;success
43825;2010-01-12;other
43825;2010-02-24;failure
43826;2009-08-30;failure
43826;2009-09-07;success
43826;2009-09-14;failure
43826;2009-09-27;failure
43826;2009-10-20;success
43826;2009-10-30;other
43826;2009-11-08;other
43826;2009-11-11;success
43826;2009-11-25;failure
43829;2010-04-11;other
43829;2010-04-30;other
43830;2009-08-24;failure
43830;2009-11-13;other
43832;2010-02-27;other
43832;2010-03-13;success
43832;2010-03-15;failure
43832;2010-03-29;success
43832;2010-04-26;other
43833;2010-01-17;failure
43833;2010-02-16;success
43833;2010-03-15;success
43834;2009-09-03;success
43834;2009-09-09;other
43834;2009-11-10;failure
43838;2008-11-20;failure
43840;2009-09-25;success
43840;2009-11-04;other
43840;2009-12-17;success
43842;2009-05-25;other
43842;2009-05-29;failure
43842;2009-05-29;success
43842;2009-06-25;success
43842;2009-08-13;failure
43843;2009-08-01;failure
43843;2009-10-07;failure
43844;2009-12-03;other
43844;2010-01-04;other
43844;2010-01-06;success
43844;2010-01-20;failure
43844;2010-01-27;success
43844;2010-02-03;success
43844;2010-02-18;success
43844;2010-02-18;success
43844;2010-02-21;success
43844;2010-02-24;success
43844;2010-02-26;other
43844;2010-03-02;success
43845;2009-08-31;success
43845;2009-09-27;failure
43845;2009-09-29;failure
43845;2009-10-04;failure
43845;2009-11-25;failure
43847;2009-12-05;success
43847;2010-01-12;success
43848;2009-12-05;other
43848;2009-12-22;failure
43848;2009-12-22;other
43848;2010-01-19;failure
43848;2010-01-22;failure
43848;2010-02-24;success
43849;2008-06-20;failure
43849;2008-07-14;failure
43853;2009-06-30;other
43853;2009-07-08;success
43853;2009-08-27;success
43855;2008-10-21;failure
43855;2008-11-21;failure
43859;2010-01-17;success
43859;2010-02-05;failure
43860;2010-03-02;success
43861;2009-12-02;success
43862;2009-09-11;failure
43862;2009-11-08;success
43862;2009-11-09;failure
43862;2009-12-02;success
43863;2009-11-02;success
43863;2009-12-03;success
43864;2009-12-02;failure
43864;2010-01-02;failure
43864;2010-01-13;success
43869;2009-10-22;success
43869;2009-10-25;success
43869;2009-12-03;success
43870;2009-10-30;other
43870;2009-11-15;other
43870;2009-11-16;success
43870;2009-12-04;other
43870;2009-12-08;success
43870;2009-12-12;success
43870;2009-12-22;other
43870;2010-01-27;success
43871;2010-04-15;success
43872;2010-02-01;other
43872;2010-02-25;other
43872;2010-04-01;failure
43877;2009-05-11;success
43877;2009-06-05;failure
43879;2009-09-28;success
43879;2009-12-09;success
43880;2009-03-19;other
43880;2009-04-07;success
43880;2009-04-21;other
43880;2009-05-05;success
43880;2009-05-05;other
43880;2009-06-02;failure
43884;2009-04-24;failure
43884;2009-04-30;success
43885;2008-06-13;success
43885;2008-06-29;success
43885;2008-07-01;other
43885;2008-08-06;failure
43885;2008-08-15;failure
43885;2008-08-16;failure
43885;2008-08-26;other
43888;2008-05-18;other
43888;2008-07-23;failure
43890;2009-12-11;other
43890;2009-12-14;other
43890;2009-12-19;failure
43890;2009-12-23;other
43890;2009-12-30;failure
43890;2010-02-02;success
43890;2010-02-18;success
43890;2010-03-08;other
43890;2010-03-09;success
43891;2009-12-24;failure
43891;2009-12-27;failure
43891;2010-02-02;success
43891;2010-03-08;success
43891;2010-03-09;success
43892;2009-12-10;failure
43892;2009-12-30;success
43892;2010-01-21;success
43892;2010-02-05;failure
43892;2010-02-11;success
43892;2010-02-27;other
43892;2010-03-08;other
43893;2010-03-09;success
43894;2010-01-06;failure
43894;2010-01-07;success
43894;2010-01-17;success
43894;2010-01-31;success
43894;2010-02-04;other
43894;2010-02-17;failure
43894;2010-02-24;failure
43894;2010-03-03;failure
43894;2010-03-03;success
43894;2010-03-19;success
43894;2010-03-27;other
43894;2010-04-06;failure
43897;2010-03-08;success
43898;2010-01-03;other
43898;2010-01-08;success
43898;2010-03-09;success
43899;2009-09-12;success
43899;2009-09-15;success
43899;2009-09-15;other
43899;2009-11-14;failure
43899;2009-11-29;failure
43899;2009-12-03;failure
43904;2010-03-09;success
43905;2009-11-22;failure
43905;2009-12-29;other
43905;2010-01-09;success
43905;2010-02-18;other
43906;2010-01-03;other
43906;2010-01-10;success
43906;2010-01-11;success
43906;2010-02-07;failure
43906;2010-02-17;failure
43906;2010-03-10;other
43907;2010-01-01;success
43907;2010-01-16;failure
43907;2010-01-29;failure
43907;2010-02-01;failure
43907;2010-02-12;success
43907;2010-02-22;failure
43907;2010-02-22;failure
43907;2010-02-26;success
43907;2010-03-12;success
43908;2009-05-26;other
43909;2009-09-22;failure
43909;2009-10-03;other
43909;2009-11-06;failure
43909;2009-12-10;success
43910;2009-05-16;other
43910;2009-05-26;other
43913;2009-11-06;other
43913;2009-11-14;failure
43913;2009-12-27;failure
43913;2009-12-28;success
43913;2010-01-02;success
43913;2010-01-14;failure
43913;2010-02-02;failure
43913;2010-02-04;success
43916;2009-04-15;success
43917;2009-09-18;success
43917;2009-09-18;failure
43917;2009-10-09;failure
43917;2009-10-11;success
43917;2009-10-16;other
43917;2009-10-18;failure
43917;2009-10-28;other
43917;2009-11-17;failure
43917;2009-11-20;other
43917;2009-12-15;failure
43918;2008-12-17;other
43918;2009-01-02;failure
43918;2009-01-05;success
43918;2009-01-06;failure
43918;2009-01-08;failure
43918;2009-01-19;other
43918;2009-01-21;other
43918;2009-01-21;other
43918;2009-01-26;failure
43918;2009-02-04;failure
43918;2009-02-12;failure
43918;2009-02-18;success
43918;2009-02-20;other
43918;2009-03-04;failure
43918;2009-03-06;success
43918;2009-03-11;success
43918;2009-03-12;other
43921;2009-03-23;success
43921;2009-04-25;success
43921;2009-05-26;failure
43922;2010-01-16;other
43922;2010-02-01;other
43922;2010-03-08;other
43923;2009-12-14;other
43923;2010-02-06;other
43923;2010-02-09;other
43923;2010-02-22;other
43923;2010-02-28;success
43923;2010-03-08;other
43925;2010-02-27;failure
43925;2010-03-15;success
43926;2009-03-09;success
43926;2009-03-09;failure
43926;2009-03-21;failure
43926;2009-03-26;other
43926;2009-04-04;failure
43926;2009-04-09;other
43926;2009-04-20;success
43926;2009-05-01;failure
43926;2009-05-03;success
43926;2009-05-03;success
43926;2009-05-17;success
43926;2009-05-23;other
43926;2009-06-04;other
43927;2009-08-31;failure
43927;2009-09-01;other
43927;2009-11-03;success
43928;2009-05-05;other
43928;2009-05-22;failure
43929;2009-12-17;other
43929;2010-02-01;failure
43929;2010-02-01;failure
43929;2010-03-01;other
43929;2010-03-09;success
43930;2009-08-06;failure
43930;2009-09-03;success
43931;2010-02-13;success
43931;2010-03-08;success
43932;2010-03-05;failure
43932;2010-04-28;success
43933;2009-04-04;failure
43933;2009-04-14;other
43933;2009-06-03;success
43935;2009-01-28;failure
43938;2009-09-24;success
43938;2009-11-02;other
43938;2009-12-17;success
43939;2009-10-16;failure
43939;2009-12-16;success
43940;2009-12-16;other
43940;2009-12-20;other
43940;2010-01-06;failure
43940;2010-01-11;failure
43940;2010-01-14;other
43940;2010-01-16;failure
43940;2010-01-17;failure
43940;2010-01-18;other
43940;2010-01-24;other
43940;2010-01-27;success
43940;2010-02-05;other
